species,M,,FecundityMax,tm,AgeMatMin,,species,TempPreferred,TempPref50,TempMin,TempMax,range,,species,FBname,homerange,habitat,measure
Sardina pilchardus,NA,,NA,2,NA,,,,,,,,,Cynoscion arenarius,Sand weakfish,0.020938432,demersal,km^2
Sardina pilchardus,NA,,NA,1.700000048,NA,,,,,,,,,Leiostomus xanthurus,Spot croaker,0.018831644,demersal,km^2
Sardina pilchardus,NA,,NA,1,NA,,,,,,,,,Menticirrhus saxatilis,Northern kingfish,0.010314424,demersal,km^2
Sardina pilchardus,NA,,NA,2,NA,,,,,,,,,Micropogonias undulatus,Atlantic croaker,0.012588154,demersal,km^2
Sardina pilchardus,NA,,60000,NA,NA,,,,,,,,,Pagrus major,Red seabream,0.016549116,demersal,km^2
Sardina pilchardus,NA,,490000,NA,NA,,,,,,,,,Pentanemus quinquarius,Royal threadfin,0.014443064,demersal,km^2
Sardina pilchardus,NA,,82660,NA,NA,,,,,,,,,Salilota australis,Tadpole codling,0.018173543,demersal,km^2
Sardina pilchardus,NA,,75000,NA,NA,,,,,,,,,Sebastes carnatus,Gopher rockfish,0.01180901,demersal,km^2
Sardina pilchardus,NA,,33851,NA,NA,,,,,,,,,Uranoscopus scaber,Stargazer,0.021567528,demersal,km^2
Sardina pilchardus,0.5,0.60653066,NA,NA,NA,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
Sardina pilchardus,0.29,0.748263568,NA,NA,NA,,,,,,,,,Atheresthes evermanni,NA,0.01033934,demersal,km^2
Sardina pilchardus,0.34,0.711770323,NA,NA,NA,,,,,,,,,Bathyraja eatonii,NA,0.013707264,demersal,km^2
Sardina pilchardus,0.42,0.65704682,NA,NA,NA,,,,,,,,,Cottoperca gobio,NA,0.010489566,demersal,km^2
Scomberoides commersonnianus,NA,,NA,NA,4,,,,,,,,,Cynoscion arenarius,NA,0.020938432,demersal,km^2
Scomberoides commersonnianus,NA,,NA,NA,2,,,,,,,,,Leiostomus xanthurus,NA,0.018831644,demersal,km^2
Scomberoides commersonnianus,NA,,2859935,NA,NA,,,,,,,,,Menticirrhus saxatilis,NA,0.010314424,demersal,km^2
Scomberoides commersonnianus,NA,,NA,4.5,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Scomberoides commersonnianus,NA,,NA,2.5,NA,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
Scomberomorus tritor,NA,,1000000,NA,NA,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
Scomberomorus tritor,0.87,0.418951549,NA,NA,NA,,,,,,,,,Salilota australis,NA,0.018173543,demersal,km^2
Scomberomorus tritor,0.87,0.418951549,NA,NA,NA,,,,,,,,,Sebastes carnatus,NA,0.01180901,demersal,km^2
Sebastes carnatus,NA,,NA,4,NA,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
Sebastes carnatus,NA,,NA,5,NA,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
Sebastes carnatus,NA,,425000,NA,NA,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
Sebastes miniatus,NA,,NA,5,4,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
Sebastes miniatus,NA,,NA,5,5,,,,,,,,,Atheresthes evermanni,NA,0.01033934,demersal,km^2
Sebastes miniatus,NA,,NA,6,NA,,,,,,,,,Bathyraja eatonii,NA,0.013707264,demersal,km^2
Sebastes miniatus,NA,,2600000,NA,NA,,,,,,,,,Cottoperca gobio,NA,0.010489566,demersal,km^2
Sebastes miniatus,NA,,5601000,NA,NA,,,,,,,,,Cynoscion arenarius,NA,0.020938432,demersal,km^2
Semicossyphus pulcher,NA,,NA,4.25,NA,,,,,,,,,Leiostomus xanthurus,NA,0.018831644,demersal,km^2
Semicossyphus pulcher,NA,,300000,NA,NA,,,,,,,,,Menticirrhus saxatilis,NA,0.010314424,demersal,km^2
Tautogolabrus adspersus,NA,,NA,1,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Tenualosa ilisha,NA,,1931000,NA,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Tenualosa ilisha,NA,,1423000,NA,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Tenualosa ilisha,NA,,1392000,NA,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Tenualosa toli,NA,,NA,0.629999995,NA,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
Tenualosa toli,2.1,0.122456428,NA,NA,NA,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
Trisopterus esmarkii,NA,,NA,2,1,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
Trisopterus esmarkii,NA,,NA,2.299999952,NA,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
Trisopterus esmarkii,NA,,NA,1.5,NA,,,,,,,,,Salilota australis,NA,0.018173543,demersal,km^2
Trisopterus esmarkii,NA,,NA,1.200000048,NA,,,,,,,,,Sebastes carnatus,NA,0.01180901,demersal,km^2
Trisopterus esmarkii,NA,,NA,1.080000043,NA,,,,,,,,,Sebastes carnatus,NA,0.01180901,demersal,km^2
Trisopterus esmarkii,NA,,384190,NA,NA,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
Trisopterus esmarkii,NA,,31300,NA,NA,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
Trisopterus esmarkii,1.6,0.201896518,NA,NA,NA,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
Trisopterus esmarkii,1.48,0.227637688,NA,NA,NA,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
Uranoscopus scaber,NA,,NA,2,NA,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
Uranoscopus scaber,NA,,NA,1,NA,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,0.55,0.57694981,184820,3,,,,,,,,,,Sebastes carnatus,NA,0.01180901,demersal,km^2
,,,,,,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
,,,,,,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
,,,,,,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
,,,,,,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
,,,,,,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
,,,,,,,,,,,,,,Acanthopagrus schlegelii,NA,0.012020098,demersal,km^2
,,,,,,,,,,,,,,Atheresthes evermanni,NA,0.01033934,demersal,km^2
,,,,,,,,,,,,,,Atheresthes evermanni,NA,0.01033934,demersal,km^2
,,,,,,,,,,,,,,Cynoscion arenarius,NA,0.020938432,demersal,km^2
,,,,,,,,,,,,,,Cynoscion arenarius,NA,0.020938432,demersal,km^2
,,,,,,,,,,,,,,Leiostomus xanthurus,NA,0.018831644,demersal,km^2
,,,,,,,,,,,,,,Leiostomus xanthurus,NA,0.018831644,demersal,km^2
,,,,,,,,,,,,,,Leiostomus xanthurus,NA,0.018831644,demersal,km^2
,,,,,,,,,,,,,,Menticirrhus saxatilis,NA,0.010314424,demersal,km^2
,,,,,,,,,,,,,,Menticirrhus saxatilis,NA,0.010314424,demersal,km^2
,,,,,,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
,,,,,,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
,,,,,,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
,,,,,,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
,,,,,,,,,,,,,,Micropogonias undulatus,NA,0.012588154,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pagrus major,NA,0.016549116,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,,,,,,,,,,,,,,Pentanemus quinquarius,NA,0.014443064,demersal,km^2
,,,,,,,,,,,,,,Sebastes carnatus,NA,0.01180901,demersal,km^2
,,,,,,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
,,,,,,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
,,,,,,,,,,,,,,Uranoscopus scaber,NA,0.021567528,demersal,km^2
,,,,,,,,,,,,,,Acanthurus coeruleus,Blue tang surgeonfish,NA,NA,NA
,,,,,,,,,,,,,,Acanthurus nigrofuscus,Brown surgeonfish,NA,NA,NA
,,,,,,,,,,,,,,Caranx crysos,Blue runner,0.021204,NA,km^2
,,,,,,,,,,,,,,Caulolatilus princeps,Ocean whitefish,0.020439,NA,km^2
,,,,,,,,,,,,,,Chaetodon auriga,Threadfin butterflyfish,NA,NA,NA
,,,,,,,,,,,,,,Chaetodon striatus,Banded butterflyfish,NA,NA,NA
,,,,,,,,,,,,,,Cheilinus undulatus,Humphead wrasse,NA,NA,NA
,,,,,,,,,,,,,,Dicentrarchus labrax,European seabass,0.017712,NA,km^2
,,,,,,,,,,,,,,Epinephelus striatus,Nassau grouper,0.018305,NA,km^2
,,,,,,,,,,,,,,Epinephelus striatus,Nassau grouper,0.018305,NA,km^2
,,,,,,,,,,,,,,Haemulon sciurus,Bluestriped grunt,0.01131,NA,km^2
,,,,,,,,,,,,,,Haemulon sciurus,Bluestriped grunt,279,NA,m
,,,,,,,,,,,,,,Kyphosus sectatrix,Bermuda sea chub,NA,NA,NA
,,,,,,,,,,,,,,Mycteroperca microlepis,Gag,NA,NA,NA
,,,,,,,,,,,,,,Paralabrax nebulifer,Barred sand bass,0.01000271,NA,km^2
,,,,,,,,,,,,,,Parophrys vetulus,English sole,0.01,NA,km^2
,,,,,,,,,,,,,,Parupeneus ciliatus,Whitesaddle goatfish,0.019201,NA,km^2
,,,,,,,,,,,,,,Parupeneus porphyreus,NA,293,NA,m
,,,,,,,,,,,,,,Plectropomus leopardus,Leopard coralgrouper,0.0104584,NA,km^2
,,,,,,,,,,,,,,Plectropomus leopardus,Leopard coralgrouper,0.0187969,NA,km^2
,,,,,,,,,,,,,,Plectropomus leopardus,Leopard coralgrouper,NA,NA,NA
,,,,,,,,,,,,,,Scarus rivulatus,Rivulated parrotfish,NA,NA,NA
,,,,,,,,,,,,,,Sebastes miniatus,Vermilion rockfish,0.013,NA,km^2
,,,,,,,,,,,,,,Semicossyphus pulcher,California sheephead,0.015134,NA,km^2
,,,,,,,,,,,,,,Acanthurus coeruleus,NA,NA,NA,NA
,,,,,,,,,,,,,,Acanthurus nigrofuscus,NA,NA,NA,NA
,,,,,,,,,,,,,,Caranx crysos,NA,0.021204,NA,km^2
,,,,,,,,,,,,,,Caulolatilus princeps,NA,0.020439,NA,km^2
,,,,,,,,,,,,,,Chaetodon auriga,NA,NA,NA,NA
,,,,,,,,,,,,,,Chaetodon striatus,NA,NA,NA,NA
,,,,,,,,,,,,,,Cheilinus undulatus,NA,NA,NA,NA
,,,,,,,,,,,,,,Dicentrarchus labrax,NA,0.017712,NA,km^2
,,,,,,,,,,,,,,Epinephelus striatus,NA,0.018305,NA,km^2
,,,,,,,,,,,,,,Epinephelus striatus,NA,0.018305,NA,km^2
,,,,,,,,,,,,,,Haemulon sciurus,NA,0.01131,NA,km^2
,,,,,,,,,,,,,,Haemulon sciurus,NA,279,NA,m
,,,,,,,,,,,,,,Kyphosus sectatrix,NA,NA,NA,NA
,,,,,,,,,,,,,,Mycteroperca microlepis,NA,NA,NA,NA
,,,,,,,,,,,,,,Paralabrax nebulifer,NA,0.01000271,NA,km^2
,,,,,,,,,,,,,,Parophrys vetulus,NA,0.01,NA,km^2
,,,,,,,,,,,,,,Parophrys vetulus,NA,0.01,NA,km^2
,,,,,,,,,,,,,,Parupeneus ciliatus,NA,0.019201,NA,km^2
,,,,,,,,,,,,,,Parupeneus porphyreus,NA,293,NA,m
,,,,,,,,,,,,,,Plectropomus leopardus,NA,0.0104584,NA,km^2
,,,,,,,,,,,,,,Plectropomus leopardus,NA,0.0187969,NA,km^2
,,,,,,,,,,,,,,Plectropomus leopardus,NA,NA,NA,NA
,,,,,,,,,,,,,,Scarus rivulatus,NA,NA,NA,NA
,,,,,,,,,,,,,,Sebastes miniatus,NA,0.013,NA,km^2
,,,,,,,,,,,,,,Semicossyphus pulcher,NA,0.015134,NA,km^2
,,,,,,,,,,,,,,Acanthurus coeruleus,NA,NA,NA,NA
,,,,,,,,,,,,,,Acanthurus coeruleus,NA,NA,NA,NA
,,,,,,,,,,,,,,Acanthurus nigrofuscus,NA,NA,NA,NA
,,,,,,,,,,,,,,Acanthurus nigrofuscus,NA,NA,NA,NA
,,,,,,,,,,,,,,Caranx crysos,NA,0.021204,NA,km^2
,,,,,,,,,,,,,,Caranx crysos,NA,0.021204,NA,km^2
,,,,,,,,,,,,,,Caranx crysos,NA,0.021204,NA,km^2
,,,,,,,,,,,,,,Caulolatilus princeps,NA,0.020439,NA,km^2
,,,,,,,,,,,,,,Chaetodon auriga,NA,NA,NA,NA
,,,,,,,,,,,,,,Chaetodon striatus,NA,NA,NA,NA
